Seed,Method,Size_MB_fp32,Size_MB_int8,Size_reduction_x,AUC_14_fp32,AUC_14_int8,AUC_5_fp32,AUC_5_int8,Time_ms_fp32_cpu,Time_ms_int8_cpu
42,estatica_fx,30.56548,8.533254,3.5819254882135234,0.7701754946430047,0.7172283767356985,0.7879626412950254,0.7423826815988561,1356.7043781280518,653.5466353098551
