epoch,train_loss,val_loss,train_auroc,val_auroc,lr,phase
0,0.4323451789070578,0.4337707044442495,0.655630790701358,0.6562377851926087,0.0001,Fase 1: Classificador
1,0.41427078373291915,0.42971748229662576,0.6660480878341136,0.6649636877370151,0.0001,Fase 1: Classificador
2,0.4125251683515661,0.42838471425374347,0.6677078627818388,0.6671905913096792,0.0001,Fase 1: Classificador
3,0.41133833353379196,0.4257374586423238,0.6699651634604754,0.6697250015700561,0.0001,Fase 1: Classificador
4,0.41052033224105833,0.42331662082672117,0.6711811915957727,0.6701779467110794,0.0001,Fase 1: Classificador
5,0.4098364138154423,0.4228510636329651,0.6725291549009694,0.671566408579484,0.0001,Fase 1: Classificador
6,0.40952920616374294,0.42277688406308495,0.672567172149992,0.6732287475124487,0.0001,Fase 1: Classificador
7,0.40938100889149837,0.42325799152056376,0.6730331052161441,0.6722952230568249,0.0001,Fase 1: Classificador
8,0.40864638377918916,0.4221591512521108,0.6749024394502733,0.6735976736893402,0.0001,Fase 1: Classificador
9,0.4083839371288524,0.42200308369000755,0.6763031241987945,0.6745590562026565,0.0001,Fase 1: Classificador
10,0.38930961930892044,0.3872775908946991,0.72381819434292,0.721834327776342,3e-05,Fase 2: + DenseBlocks
11,0.37623582993956173,0.3784146074136098,0.7386919112299699,0.7338030620340804,3e-05,Fase 2: + DenseBlocks
12,0.36941608142011306,0.37277203540802,0.7477575267950846,0.7418932042806425,3e-05,Fase 2: + DenseBlocks
13,0.365097451728933,0.3699808343569438,0.754854028232819,0.7472643779673475,3e-05,Fase 2: + DenseBlocks
14,0.36156483769977793,0.36879085744222007,0.760989391851812,0.7487352050309042,3e-05,Fase 2: + DenseBlocks
15,0.3593413827868069,0.37013906189600626,0.766385458341376,0.7489439309492302,3e-05,Fase 2: + DenseBlocks
16,0.3566202890424167,0.36751934169133504,0.7709125128777942,0.7510137449071932,3e-05,Fase 2: + DenseBlocks
17,0.35479031622269575,0.36674919757843016,0.7743631708041324,0.753755733348623,3e-05,Fase 2: + DenseBlocks
18,0.35294245353586534,0.36744503246943155,0.7775161697911969,0.7519221955955159,3e-05,Fase 2: + DenseBlocks
19,0.3512364901402417,0.3658248152414958,0.7808321888642412,0.7538620474304892,3e-05,Fase 2: + DenseBlocks
20,0.34820327572261583,0.3644592879772186,0.7850109598097754,0.7556728685689329,1e-05,Fase 3: Full Fine-Tuning
21,0.34654035677348866,0.3654363426685333,0.7872517215071083,0.7561204775073651,1e-05,Fase 3: Full Fine-Tuning
22,0.3449694008154028,0.3628752809683482,0.7891075119459762,0.7586677114586174,1e-05,Fase 3: Full Fine-Tuning
23,0.3440094219123616,0.3620943824450175,0.7915648704814732,0.7590490920111853,1e-05,Fase 3: Full Fine-Tuning
24,0.3424109533590429,0.36183926471074424,0.7931733096977103,0.7601598012725569,1e-05,Fase 3: Full Fine-Tuning
25,0.3417221604038687,0.3655903446674347,0.7953727711706476,0.7567225652246709,1e-05,Fase 3: Full Fine-Tuning
26,0.3403049295733957,0.36332658235232035,0.7971078602127845,0.7591591488560255,1e-05,Fase 3: Full Fine-Tuning
27,0.33908106258616727,0.36713913666407266,0.7991051172012177,0.7549150227019864,1e-05,Fase 3: Full Fine-Tuning
28,0.3385281972660738,0.3616412441889445,0.8003816768673443,0.760370590083384,1e-05,Fase 3: Full Fine-Tuning
29,0.3373971727315117,0.3621346494992574,0.8021209720293955,0.7599944782110424,1e-05,Fase 3: Full Fine-Tuning
30,0.33644965447257547,0.3628811825116475,0.8040762647456222,0.7608557471773263,1e-05,Fase 3: Full Fine-Tuning
31,0.3355805406065548,0.3634096729278564,0.80560907620123,0.7589663380957296,1e-05,Fase 3: Full Fine-Tuning
