Seed,Epoch,AUC_14_val_interna,AUC_14_teste_comum,AUC_5_teste_comum
85,20,0.7570479024228779,0.7582530879994699,0.7730390581173286
42,27,0.758703896858787,0.75735778878064,0.7730825367410107
123,23,0.7566550019825069,0.7589152787581844,0.773999850533245
777,30,0.7600901566995207,0.7603041361956938,0.7758772574685197
999,30,0.7608557471773263,0.7599921511023243,0.7763141076548555
