Mean_AUC_14_ensemble,Mean_AUC_5_ensemble,Mean_AUC_14_individual,Best_AUC_14_individual,Best_seed,Std_AUC_14_individual,Ganho_sobre_media,Ganho_sobre_melhor,Num_Models
0.766638867100605,0.7816418286281149,0.7589644885672626,0.7603041361956938,777,0.0010900222595735698,0.0076743785333424075,0.006334730904911212,5
