epoch,train_loss,val_loss,train_auroc,val_auroc,lr,phase
0,0.42967567789975336,0.43114596037864683,0.6555199790090157,0.6564068750068354,0.0001,Fase 1: Classificador
1,0.4139849140447729,0.43092116152445475,0.6635341186808035,0.6629954807342501,0.0001,Fase 1: Classificador
2,0.41262852909424724,0.4273078379948934,0.6664997665897987,0.6654070204065718,0.0001,Fase 1: Classificador
3,0.4109668221585891,0.42587381445566813,0.6690138789853506,0.6682756652613497,0.0001,Fase 1: Classificador
4,0.41070113983715284,0.42496408274968467,0.6703024561252615,0.6690194849746257,0.0001,Fase 1: Classificador
5,0.4101948740678675,0.42232986059188843,0.6714155029024251,0.668984889732457,0.0001,Fase 1: Classificador
6,0.409195200474122,0.4177303947607676,0.6728362229886763,0.6708675939959667,0.0001,Fase 1: Classificador
7,0.40911215627053205,0.4213203058083852,0.6739606890636166,0.6725035227042768,0.0001,Fase 1: Classificador
8,0.4085713213555953,0.4174736565272013,0.6756291457765469,0.6733141977180926,0.0001,Fase 1: Classificador
9,0.40860004826153024,0.4184179086367289,0.676224914450146,0.6730548053064002,0.0001,Fase 1: Classificador
10,0.38947672321936666,0.386593107287089,0.7239784689409028,0.720185409690066,3e-05,Fase 2: + DenseBlocks
11,0.3764032801207374,0.37637150492668153,0.7390678842000058,0.7319653976105988,3e-05,Fase 2: + DenseBlocks
12,0.36963622566952425,0.37258924991289777,0.7481800012581046,0.7386529225109344,3e-05,Fase 2: + DenseBlocks
13,0.36533547433684854,0.371288715950648,0.7547874814426417,0.7415299534293894,3e-05,Fase 2: + DenseBlocks
14,0.3622598938184626,0.37008756273587545,0.761461112281282,0.7442281481560267,3e-05,Fase 2: + DenseBlocks
15,0.3597374697068158,0.36815156393051146,0.7663281147729508,0.7485730574812661,3e-05,Fase 2: + DenseBlocks
16,0.3571915920173421,0.3667681257724762,0.7709000777939509,0.7489854038213623,3e-05,Fase 2: + DenseBlocks
17,0.35538239084973056,0.3678510316371918,0.7743822195947299,0.7492224932981879,3e-05,Fase 2: + DenseBlocks
18,0.3535306708055384,0.36542626241048176,0.7779331258507666,0.7522270595502756,3e-05,Fase 2: + DenseBlocks
19,0.35181760391908534,0.36542743995984395,0.7804335323318546,0.7522901075120524,3e-05,Fase 2: + DenseBlocks
20,0.3489201818858876,0.36764825963974,0.7849817037093191,0.7496994594008851,1e-05,Fase 3: Full Fine-Tuning
21,0.3471607826681698,0.3646967160701752,0.7880848069351912,0.7544142361895683,1e-05,Fase 3: Full Fine-Tuning
22,0.3456747987691094,0.36422328190803527,0.7902922098769588,0.7535700754027876,1e-05,Fase 3: Full Fine-Tuning
23,0.34443496605648716,0.3640529206911723,0.7922839020410183,0.7543384797038412,1e-05,Fase 3: Full Fine-Tuning
24,0.3430785279330085,0.3639134380340576,0.7943571477100745,0.7558302221293713,1e-05,Fase 3: Full Fine-Tuning
25,0.3421184600128847,0.36096051516532895,0.7958271423299698,0.7591604001922425,1e-05,Fase 3: Full Fine-Tuning
26,0.3412532444084392,0.36308281195958453,0.7979623984442649,0.7567458101577099,1e-05,Fase 3: Full Fine-Tuning
27,0.34022759102372563,0.36357924302419026,0.7992961543719251,0.7564598112850167,1e-05,Fase 3: Full Fine-Tuning
28,0.3391002432374393,0.3647835757255554,0.8013850045029035,0.7547115836779842,1e-05,Fase 3: Full Fine-Tuning
29,0.3380554198068731,0.3657263160228729,0.8028618994442015,0.7546611948356251,1e-05,Fase 3: Full Fine-Tuning
30,0.3369853463818045,0.3598498697757721,0.8044941701974881,0.7600901566995207,1e-05,Fase 3: Full Fine-Tuning
31,0.3361273238378413,0.3652164444287618,0.807100676166133,0.7555629439966479,1e-05,Fase 3: Full Fine-Tuning
32,0.3351769464184256,0.3648183673063914,0.8081174474122743,0.755294572889272,1e-05,Fase 3: Full Fine-Tuning
33,0.3343557574300205,0.36609391641616823,0.810376589393717,0.755363830776327,1e-05,Fase 3: Full Fine-Tuning
34,0.3330404900102054,0.365773228820165,0.811655151718875,0.7557114568536513,1e-05,Fase 3: Full Fine-Tuning
35,0.3324770886140711,0.3642369533220927,0.8130181451996277,0.7563436823299626,1e-05,Fase 3: Full Fine-Tuning
36,0.33107435023644394,0.36476614356040954,0.8152327382728625,0.755441591267141,1e-05,Fase 3: Full Fine-Tuning
37,0.3307359866366667,0.36551459093093874,0.8164777986710804,0.755908581033102,1e-05,Fase 3: Full Fine-Tuning
